#hg19.knownGene.name	hg19.knownGene.proteinID	hg19.kgXref.geneSymbol
uc001cmm.3	Q8NFU0	BEST4
uc001cmn.3	Q9H4B4	PLK3
uc001cmp.3	Q5JR98	TCTEX1D4
uc010ole.1	C9JJ37	BTBD19
uc010olf.2	Q9Y6C5	PTCH2
uc001cmt.3	Q9NR50	EIF2B3
uc009vxk.3	Q5T447	HECTD3
uc001cna.2	P06132	UROD
uc001cnd.2	Q9P217	ZSWIM5
uc001cne.3	Q96IR7	HPDL
uc009vxp.3	E5KP25	MUTYH
uc009vxq.3	Q96GM8	TOE1
uc001cns.1	Q96S53	TESK2
uc001cnw.3	F2Z3K3	CCDC163P
uc009vxv.3	Q9Y4U1	MMACHC
uc021omw.1	Q06830	PRDX1
uc001coe.3	P14550	AKR1A1
uc001coi.2	P49321	NASP
uc010olt.2	Q96LX7	CCDC17
uc001coq.3	Q9HC44	GPBP1L1
uc001cor.1	Q5SWH9	TMEM69
uc001cou.3	Q9Y573	IPP
uc001cov.3	Q6P0Q8	MAST2
uc001cpb.4	Q92569	PIK3R3
uc001cpd.3	O60635	TSPAN1
uc001cpg.3	NP_001230695	POMGNT1
uc010oma.2	Q96LR2	LURAP1
uc009vye.2	Q92698	RAD54L
uc001cpn.3	Q15345	LRRC41
uc001cpp.3	P07919	UQCRH
uc001cpr.2	Q96CB9	NSUN4
uc001cpu.2	O00519	FAAH
uc001cpx.3	Q8NFW5	DMBX1
uc001cpy.2	Q96MR4	KNCN
uc009vyh.1	A6PVL3-2	KNCN
uc001cqb.4	Q9BUB5	MKNK1
uc001cqe.4	Q70IA8	MOB3C
uc001cqh.4	I3L448	ATPAF1
uc001cqj.3	Q6PEX7	TEX38
uc001cqk.4	O75071	EFCAB14
uc001cqn.4	P13584-2	CYP4B1
uc001cqp.4	Q02928	CYP4A11
uc001cqt.3	Q8N118	CYP4X1
uc001cqu.1	Q86W10	CYP4Z1
uc001cqv.1	Q5TCH4	CYP4A22
uc001cqw.3	Q13113	PDZK1IP1
uc009vyq.2		TAL1
uc001cqx.2	P17542	TAL1
uc001crd.1	Q15468-2	STIL
uc001cri.3	B2R6S5	CMPK1
uc001crk.3	Q13461	FOXE3
uc001crm.3	O60548	FOXD2
uc021ong.1	A6NFA1	TRABD2B
uc001crn.2	E9PAK4	SLC5A9
uc001crr.2	Q9NWH7	SPATA6
uc001crx.4	Q7L4P6	BEND5
uc001cru.2	Q5VU57	AGBL4
uc001csb.2	P26378	ELAVL4
uc010onb.2	Q96SC8	DMRTA2
uc001cse.1	Q9UNN5	FAF1
uc001csg.3	P42773	CDKN2C
uc001csh.3	Q5T7R7	C1orf185
uc001csi.4	Q9Y3C5	RNF11
uc010onf.2	Q5SRH9-4	TTC39A
uc001csq.1	P42566	EPS15
uc001csu.3	Q96SU4-6	OSBPL9
uc001ctc.4	B1AKJ5	NRD1
uc001cth.3	P20337	RAB3B
uc001ctj.1	Q96EK9	KTI12
uc001cti.4	O95881	TXNDC12
uc031pmo.1	Q96EK9	TXNDC12
uc031pmp.1	Q96EK9	TXNDC12
uc001ctk.3	Q96K17	BTF3L4
uc001cto.4	O95405	ZFYVE9
uc001ctq.2	Q5T0F9	CC2D1B
uc001ctu.3	Q13415	ORC1
uc001ctv.4	Q8NAV1	PRPF38A
uc001ctw.4		PRPF38A
uc001cty.2	NP_001009881	ZCCHC11
uc001cue.3	Q96SL4	GPX7
uc001cuf.3	Q6UWV7	FAM159A
uc001cui.2	Q96BR5	SELRC1
uc001cuj.3	Q9C0D3	ZYG11B
uc001cuk.2	Q6WRX3	ZYG11A
uc001cup.4	Q86YB7	ECHDC2
uc001cur.2	P22307	SCP2
uc010onr.2	Q7Z5L7-2	PODN
uc001cuy.3	O00341	SLC1A7
uc001cvb.4	P23786	CPT2
uc001cvd.3	Q9NWV4	C1orf123
uc001cvf.2	P61326	MAGOH
uc001cvi.2	Q14114	LRP8
uc009vzj.3		SLC25A3P1
uc001cvq.1	Q96MA1	DMRTB1
uc001cvr.1	Q8NBF1	GLIS1
uc001cvs.3	Q9BTX1	NDC1
uc001cvu.3	Q9Y548	YIPF1
uc001cwb.3	P49895-4	DIO1
uc001cwh.3	Q9Y547	HSPB11
uc001cwj.2	Q9Y546	LRRC42
uc001cwm.2	Q5T700	LDLRAD1
uc001cwp.3	Q9BXS4	TMEM59
uc001cwt.1	Q96MN5	TCEANC2
uc001cwv.2	Q5VXM1	CDCP2
uc009vzo.3	Q6IPT4	CYB5RL
uc001cxa.4	Q9BZE1	MRPL37
uc001cxe.4	Q9BWW4	SSBP3
uc001cxl.2	Q8WXI4-2	ACOT11
uc001cxn.3	Q8WW52	FAM151A
uc010ooe.1	NP_001034553	MROH7
uc001cxx.4	O95801	TTC4
uc001cxy.3	Q7L3T8	PARS2
uc009vzt.1	Q5TAA0	TTC22
uc001cyb.4	NP_001104003	C1orf177
uc001cyc.1	Q15392	DHCR24
uc001cyd.3	Q8N0U2	TMEM61
uc001cye.3	Q8WZ55	BSND
uc001cyf.2	Q8NBP7	PCSK9
uc021onw.1	Q9UPU5	USP24
uc001cyi.1	Q6ZSN9	AK127270
uc001cyj.2	O14495	PPAP2B
uc001cyk.4	P54646	PRKAA2
uc031pmr.1	P54646	PRKAA2
uc031pms.1	P54646	PRKAA2
uc001cym.4	Q5VWT5	C1orf168
uc001cyo.2	P07357	C8A
uc001cyp.3	NP_000057	C8B
uc001cys.1	O75553-6	DAB1
uc001cyy.3	Q96E52	OMA1
uc001cyz.4	P09758	TACSTD2
uc009wab.2	Q5VVJ2	MYSM1
uc001cze.3	P05412	JUN
uc010oop.1	B4DJY7	LOC100131060
uc009wac.3	Q96C11-3	FGGY
uc001czo.3	Q9UJC3	HOOK1
uc001czq.3	P51589	CYP2J2
uc001czs.2	Q8N0U7	C1orf87
uc010oos.2	F8W8W3	NFIA
uc001czz.1	Q9BX74	TM2D1
uc001dab.3	NP_795352	INADL
uc001dae.4	Q5T7N2	L1TD1
uc001dah.4	Q5T7N3	KANK4
uc001dak.2	O94782	USP1
uc001das.2	Q9Y5C1	ANGPTL3
uc001daq.4	Q96N67-2	DOCK7
uc001dau.3	Q96DT6	ATG4C
uc001dax.2	Q9UJU5	FOXD3
uc021oof.1	NP_037471	ALG6
uc001dbb.2	NP_001193668	ITGB3BP
uc001dbf.3	A8K855	EFCAB7
uc010ooz.2	P36871-2	PGM1
uc001dbj.3	Q01973	ROR1
uc001dbn.1	NP_689702	UBE2U
uc001dbo.1	NP_065976	CACHD1
uc001dbs.2	Q9HCJ3-2	RAVER2
uc001dbu.1	P23458	JAK1
uc001dby.3	P27144	AK4
uc001dce.2	O75061-2	DNAJC6
uc001dcf.3	O15243	LEPROT
uc001dci.3	P48357	LEPR
uc001dco.3	Q07343	PDE4B
uc001dcr.3	Q9BQI5	SGIP1
uc001dcv.3	Q8N7M0	TCTEX1D1
uc001dcw.3	Q9Y5Q6	INSL5
uc001dcx.3	Q5VTH9	WDR78
uc001dde.2	Q8N108-12	MIER1
uc001ddk.2	Q9NTN3	SLC35D1
uc001ddm.2	Q5JVX7	C1orf141
uc001ddo.3	Q5VWK5	IL23R
uc001ddu.3	Q99665	IL12RB2
uc001ddv.3	Q8NC51	SERBP1
uc001ddz.2	P24522	GADD45A
uc001dea.2	Q9UBI6	GNG12
uc001ded.3	O95661	DIRAS3
uc001dee.3	Q5T9L3-2	WLS
uc001dei.1	Q16518	RPE65
uc001dem.4	Q5TB30	DEPDC1
uc009wbh.2	O15428	PIN1P1
uc001dep.3	Q96NW7	LRRC7
uc001der.2	Q9H9A6	LRRC40
uc001des.3	Q05519	SRSF11
uc001dex.4	Q8N6S4	ANKRD13C
uc001dfa.3	Q9XRX5	HHLA3
uc001dfd.3	P32929	CTH
uc001dfo.3	B1AK19	PTGER3
uc001dft.3	O95218	ZRANB2
uc001dfw.3	Q7Z3B1	NEGR1
uc001dfy.4	A6PVS8	LRRIQ3
uc001dge.2	Q59H18-1	FPGT-TNNI3K
uc001dgg.3	Q5RHP9	C1orf173
uc001dgj.3	Q08257	CRYZ
uc001dgn.3	Q6IPR3	TYW3
uc031pmx.1	NP_001243043	LHX8
uc001dgu.3	Q8NCS7	SLC44A5
uc009wbp.3	P11310-2	ACADM
uc001dgy.2	P53611	RABGGTB
uc001dhd.2	O15457	MSH4
uc001dhe.2	Q8WXJ9	ASB17
uc001dhh.2	Q8NDV1	ST6GALNAC3
uc001dhi.3	Q9BVH7	ST6GALNAC5
uc001dhk.3	Q92643	PIGK
uc001dhn.3	Q9Y6K8	AK5
uc001dhq.3	Q8IYH5	ZZZ3
uc001dht.4	Q8TEY7	USP33
uc010ork.3	NP_001257313	FAM73A
uc001dic.4	Q0ZGT2	NEXN
uc001dii.3	Q96AE4	FUBP1
uc001dij.3	Q9UDY4	DNAJB4
uc001dik.3	Q8TF65	GIPC2
uc001din.3	P43088	PTGFR
uc010oro.2	Q53G44	IFI44L
uc001dip.4	Q8TCB0	IFI44
uc001diq.4	Q9HBW9	ELTD1
uc001diu.3	O95490-2	LPHN2
uc001djc.3	Q6ZT98	TTLL7
uc001djl.3	P22694-2	PRKACB
uc001djr.3	Q5VXD3-2	SAMD13
uc001djs.3	Q53AI5	SAMD13
uc001djt.1	Q8WZ79	DNASE2B
uc001djv.4	Q9H9Y2	RPF1
uc001djw.4	P63218	GNG5
uc021opb.1	Q5VX52	SPATA1
uc001dka.2	Q01459	CTBS
uc010ory.1	Q8NAE3	C1orf180
uc001dkj.3	Q9Y2D8	SSX2IP
uc009wcj.1	Q9UBY5	LPAR3
uc001dkm.3	Q8IZK6	MCOLN2
uc001dkp.3	Q8TDD5	MCOLN3
uc001dkt.3	Q8IWG1	WDR63
uc009wcm.3	Q5VT97	SYDE2
uc001dkv.3	Q8N6N3	C1orf52
uc021opd.1	O95999	BCL10
uc001dlb.3	O94760	DDAH1
uc001dle.3	O00622	CYR61
uc001dlh.3	Q9NWK9	ZNHIT6
uc001dlj.3	Q17RW2	COL24A1
uc001dll.2	Q9ULJ1	ODF2L
uc001dlr.4	Q9UQC9	CLCA2
uc001dlt.3	NP_001276	CLCA1
uc009wcs.3	Q14CN2	CLCA4
uc001dly.3	NP_001193580	SH3GLB1
uc021opi.1	O60613-2	SEP15
uc010osk.2	Q7LGA3	HS2ST1
uc021opj.1	Q6ZW34	LOC339524
uc001dmi.3	P61968	LMO4
uc001dmn.3	Q16513	PKN2
uc001dmo.4	Q00403	GTF2B
uc001dmp.2	Q6YP21	CCBL2
uc001dms.3	Q96E39	RBMXL1
uc001dmt.3	Q9H0R5	GBP3
uc001dmx.2	P32455	GBP1
uc001dmz.1	P32456	GBP2
uc001dna.2	Q8N8V2	GBP7
uc001dnb.3	Q96PP9	GBP4
uc001dnd.3	Q96PP8	GBP5
uc001dnf.2	Q6ZN66	GBP6
uc001dni.3	Q6P9F7	LRRC8B
uc001dnl.4	NP_115646	LRRC8C
uc001dnn.3	Q7L1W4	LRRC8D
uc001dnq.2	Q5BKZ1	ZNF326
uc001dns.3	Q9NY43	BARHL2
uc001dnu.2		AK022898
uc001dnw.3	Q9H582	ZNF644
uc001doa.4	A2PYH4	HFM1
uc001dof.3	O00311	CDC7
uc001doh.3	Q03167	TGFBR3
uc010osz.2	NP_001229735	BRDT
uc001don.2	Q8IUS5	EPHX4
uc031pnb.1	Q5XKL5-2	BTBD8
uc001doo.3	Q5XKL5	BTBD8
uc010otd.2	E9PEZ5	KIAA1107
uc001doq.3	Q5VVC0	C1orf146
uc001dor.3	Q92990	GLMN
uc001dot.2	Q8IXW5	RPAP2
uc001dov.4	Q99684	GFI1
uc001dox.3	O60447	EVI5
uc001doz.3	P46777	RPL5
uc001dpg.3	Q5T7M9	FAM69A
uc009wdj.3	NP_031384	MTF2
uc001dpn.3	Q9Y3A6	TMED5
uc021opx.1	E9PFB9	CCDC18
uc001dpu.3	Q01658	DR1
uc010otk.2	J3QSS4	FNBP1L
uc001dpz.4	O75815	BCAR3
uc001dqf.3	Q5QJE6	DNTTIP2
uc001dqg.1	P48507	GCLM
uc031pnc.1	P48507	GCLM
uc001dqh.3	P78363	ABCA4
uc001dqj.4	Q52LW3	ARHGAP29
uc001dqn.4	P28288	ABCD3
uc001dqr.3	P13726	F3
uc001dqv.5	Q8N4M1	SLC44A3
uc001dqz.4	Q15417	CNN3
uc001dra.2	Q96F25	ALG14
uc001drb.3	Q96MV1	TMEM56
uc009wdu.3	NP_056300	RWDD3
uc001drq.3	Q9UKA9	PTBP2
uc001drv.3	Q12882	DPYD
uc010ouc.2	Q9UNH6-3	SNX7
uc001dsb.3	Q32ZL2	LPPR5
uc001dse.3	Q7Z2D5	LPPR4
uc001dsg.3	Q9NP74	PALMD
uc001dsh.1	Q6ZNA5-2	FRRS1
uc001dsi.1	P35573	AGL
uc001dso.2		BC112312
uc001dsr.2	NP_001258614	SLC35A3
uc001dst.3	Q96MC6	HIAT1
uc001dsu.3	Q6UVJ0	SASS6
uc001dsv.3	Q9NUP7	TRMT13
uc001dsx.2	Q96DD0	LRRC39
uc001dta.3	P11182	DBT
uc001dtd.3	O00442-2	RTCA
uc001dtf.2	Q9UNH5-2	CDC14A
uc001dth.3	Q9GZN0	GPR88
uc001dti.3	P19320	VCAM1
uc001dtk.2	Q9UBQ6	EXTL2
uc001dto.2	Q8NEW0	SLC30A7
uc001dtt.2	Q9H2P9	DPH5
uc001dud.2	P21453	S1PR1
uc001dug.2	Q96PB7-3	OLFM3
uc001dul.3	P12107	COL11A1
uc010oun.2	Q96LT9	RNPC3
uc001duq.3	P19961	AMY2B
uc001dut.3	P04746	AMY2A
uc001duv.3	P04745	AMY1A
uc001duw.1	P04745	AMY1A
uc010our.1	NP_000690	AMY2A
uc001duz.3	P04745	AMY1A
uc010ous.2	Q96LA8	PRMT6
uc001dvh.4	Q9Y2I2	NTNG1
uc001dvi.3	NP_055732	NTNG1
uc009wem.3		NTNG1
uc001dvk.1	Q9UKW4	VAV3
uc001dvn.5	Q6NUK1	SLC25A24
uc009weo.2	Q96M43	NBPF4
uc009wep.3	E9PDL3	NBPF6
uc010ouy.2	Q5T8I3	FAM102B
uc001dvt.4	Q5T8I9	HENMT1
uc001dvv.4	Q5VTL8	PRPF38B
uc001dvx.3	Q5VTL7	FNDC7
uc001dvy.3	O00186	STXBP3
uc001dwa.4	Q5T1N1	AKNAD1
uc010ovc.2	P81274	GPSM2
uc001dwf.2	Q96S66	CLCC1
uc001dwl.3	A8MX09	WDR47
uc001dwm.1	Q15543	TAF13
uc001dwn.3	Q9NRX6	TMEM167B
uc009wew.3	Q5T5A4-2	C1orf194
uc021orb.1	Q6UXG2	KIAA1324
uc031pnl.1	Q6UXG2	KIAA1324
uc001dwu.2	P49591	SARS
uc001dxa.4	Q9HCU4	CELSR2
uc001dxd.3	Q6PGN9-2	PSRC1
uc001dxk.1	A2RUH7	MYBPHL
uc001dxm.2	Q99523	SORT1
uc001dxn.3	P28066	PSMA5
uc001dxp.3	Q5VXT5	SYPL2
uc001dxr.3	Q5T6C5	ATXN7L2
uc010ovo.2	Q8N8Q1-3	CYB561D1
uc001dxx.4	Q86WK6	AMIGO1
uc001dxy.2	Q9BZJ8	GPR61
uc001dxz.3	P08754	GNAI3
uc001dya.3	P19087	GNAT2
uc009wfh.2	Q01433	AMPD2
uc001dyf.3	Q03013	GSTM4
uc001dyk.3	P09488	GSTM1
uc001dyn.3	P46439	GSTM5
uc001dyo.2	P21266	GSTM3
uc001dyq.2	Q8TE67-3	EPS8L3
uc001dyw.4	NP_757351	CSF1
uc001dyx.3	O43865	AHCYL1
uc001dza.2	Q5VSL9	STRIP1
uc001dzb.3	O95076	ALX3
uc001dzc.3	Q8N7F7	UBL4B
uc009wfq.3	Q9H1V8	SLC6A17
uc001dzh.3	Q03721	KCNC4
uc001dzl.1	Q96T37	RBM15
uc001dzo.2	O15374	SLC16A4
uc001dzr.3	NP_006393	LAMTOR5
uc001dzs.3	P58294	PROK1
uc001dzt.1	Q16322	KCNA10
uc009wfw.3	P16389	KCNA2
uc001dzv.1	P22001	KCNA3
uc001dzw.3	P19397	CD53
uc001eaa.3	Q5T3J3	LRIF1
uc001ead.4	Q6UX65	DRAM2
uc001eah.1	Q9Y6K0	CEPT1
uc001eal.2	Q9H6A0-2	DENND2D
uc001eam.3	Q15782	CHI3L2
uc001eas.4	Q9BZP6	CHIA
uc001eaw.2	Q8TCI5	PIFO
uc001eba.3	Q12889	OVGP1
uc001ebb.3	Q9BQA1	WDR77
uc001ebc.3	P24539	ATP5F1
uc001ebe.3	Q8NEQ5	C1orf162
uc001ebf.3	P33765-2	ADORA3
uc001ebl.3	P62834	RAP1A
uc001ebo.2	Q9NTI7	FAM212B
uc001ebs.3	Q9UHI6	DDX20
uc001ebu.1	Q9UK17	KCND3
uc001ebw.4	NP_001257874	LOC643355
uc001ebx.3	Q9P2B4	CTTNBP2NL
uc001ecb.3	Q93097	WNT2B
uc001ecd.3	Q8TDW4	ST7L
uc001ecj.1	P52907	CAPZA1
uc001eck.3	Q9HCE1	MOV10
uc001ecp.1	P08134	RHOC
uc001ect.1	Q5JR12	PPM1J
uc001ecu.3	Q7Z5A8-2	FAM19A3
uc001ecy.3	P53985	SLC16A1
uc001edf.1	O94898	LRIG2
uc001edk.3	Q5TCQ9-4	MAGI3
uc009wgp.1	Q9UMS5	PHTF1
uc001edq.3	Q5VWQ0	RSBN1
uc001eds.3	Q9Y2R2	PTPN22
uc001edw.3	Q5TBC7	BCL2L15
uc031pnn.1		BCL2L15
uc001edv.2		AP4B1-AS1
uc001eeb.3	Q9Y6B7	AP4B1
uc001eeg.3	Q9H816	DCLRE1B
uc001eem.3	Q86Z02	HIPK1
uc001eer.1	Q9NRN5	OLFML3
uc021orz.1	NP_995320	SYT6
uc001eew.3	Q9UPN9	TRIM33
uc001efa.3	O75934	BCAS2
uc001efd.1	Q68D51	DENND2C
uc001efe.2	P23109	AMPD1
uc009wgu.3	P01111	NRAS
uc001efi.3	G5E9Q2	CSDE1
uc001efp.4	Q9BRV8-2	SIKE1
uc031pno.1	Q9BRV8	SIKE1
uc031pnp.1		SIKE1
uc001efr.3	Q15431	SYCP1
uc001efs.2	P01222	TSHB
uc001eft.3	O60636	TSPAN2
uc001efu.1	P01138	NGF
uc001efv.1	Q8TAA9	VANGL1
uc001efx.4	O14958	CASQ2
uc001efy.3	Q02577	NHLH2
uc001egb.4	Q8IZD6	SLC22A15
uc001egc.1	Q8N8X9	MAB21L3
uc001ege.3	P05023	ATP1A1
uc001egm.3	P19256	CD58
uc031pnr.1	A6NJZ6	IGSF3
uc001egu.4	P06729	CD2
uc001egv.1	Q9P2B2	PTGFRN
uc010oxb.2	Q93033	CD101
uc001egy.3	Q9UNY4	TTF2
uc001egz.2	Q9H8W5	TRIM45
uc001ehb.3	Q7Z7D3	VTCN1
uc001ehd.1	O60476	MAN1A2
uc001ehe.3	Q5VWP2	FAM46C
uc001ehf.3	Q9NXN4	GDAP2
uc010oxe.1	Q9UNX4	WDR3
uc001ehk.2	Q6Q759	SPAG17
uc001ehl.1	NP_689593	TBX15
uc001ehn.3	Q9UGM6	WARS2
uc001ehr.1	Q9NYQ3	HAO2
uc001eht.3	P26439	HSD3B2
uc001ehv.1	P14060	HSD3B1
uc031pnt.1	P14060	HSD3B1
uc001ehy.1	Q5TEC3	ZNF697
uc001ehz.3	O43175	PHGDH
uc001eid.3	P54868	HMGCS2
uc001eif.3	Q9BYZ8	REG4
uc010oxk.3	P0C2Y1	NBPF7
uc001eij.3	Q9UKF2	ADAM30
uc001eik.3	Q04721	NOTCH2
uc009whp.3	Q86X60	FAM72B
uc001eip.3	Q92637	FCGR1B
uc031pnu.1	NP_001258816	SRGAP2D
uc009wht.1		EMBP1
uc001ejc.4		BC071797
uc001ejt.3	A2BFH1	PPIAL4G
uc002qvn.1	Q6L9T8	FAM72D
uc010oxm.1	B1AKK3	SRGAP2B
uc001ekw.3	Q9Y536	PPIAL4B
uc021ouh.1	Q5VU43-4	PDE4DIP
uc031poa.1	NP_004883	SEC22B
uc001emn.4	Q7Z3S9	NOTCH2NL
uc031pob.1	Q7Z3S9	NOTCH2NL
uc001eni.2	Q6ZVN8	HFE2
uc001enn.4	Q9H3M7	TXNIP
uc001enp.1	Q9BT43	POLR3GL
uc001enq.1	Q69YU3	ANKRD34A
uc001enr.3	Q8IVB5	LIX1L
uc001ent.2	Q9Y5S9	RBM8A
uc009wiv.3	Q96P88	GNRHR2
uc001enx.4	Q2MZ38	GNRHR2
uc031pod.1	B3KSS3	PEX11B
uc001eny.2	O96011	PEX11B
uc031poe.1	B3KSS3	PEX11B
uc001eoa.3	O75578	ITGA10
uc001eob.1	Q8N283	ANKRD35
uc001eoc.1	Q9Y6X2	PIAS3
uc001eoe.3	P0C025	NUDT17
uc001eoh.3	Q9BUI4	POLR3C
uc001eoj.3	Q9Y4L5	RNF115
uc001eol.1	O95971	CD160
uc001eoo.2	Q5T2W1	PDZK1
uc001eot.2	B7ZAQ6	GPR89A
uc001eou.4	A6NKF9	GPR89C
uc010ozf.2	A8MUH7	PDZK1P1
uc010ozg.2	F6WGW4	NBPF24
uc021ott.2	NP_001265196	LOC100288142
uc001epd.3	B4DSZ3	LOC728989
uc001epe.3	O43741	PRKAB2
uc001epg.1	B4DJ98	PDIA3P
uc001epi.2	P49326	FMO5
uc001epm.5	Q86WJ1	CHD1L
uc001epq.3	O00512	BCL9
uc001epr.2	Q9NPH0	ACP6
uc001eps.1	P36382	GJA5
uc001epu.2	P48165	GJA8
uc001epv.4	B7ZAQ6	GPR89B
uc010ozx.2	F6WGW4	NBPF24
uc001eqp.3	Q9Y536	PPIAL4B
uc010pag.2	F5H284	PPIAL4D
uc021owp.2	NP_056198	NBPF14
uc001esc.2	Q8N660	NBPF15
uc010paz.2	F5H284	PPIAL4E
uc010pba.1	NP_001096133	NBPF16
uc010pbb.2	F5H284	PPIAL4F
uc010pbf.2		LOC388692
uc001esj.3	Q9Y536	PPIAL4B
uc001esp.4	P12314	FCGR1A
uc001esq.1	Q8NAM9	AX747534
uc010pbj.2	Q5QNW6-2	HIST2H2BF
uc010pbl.2	Q71DI3	HIST2H3D
uc001ess.3	P62805	HIST2H4A
uc001esv.3	Q71DI3	HIST2H3C
uc001esw.3	Q6FI13	HIST2H2AA4
uc021oxz.1	Q6DN03	HIST2H2BC
uc001esx.3	Q6FI13	HIST2H2AA4
uc001esy.3	Q71DI3	HIST2H3C
uc001etb.3	P62805	HIST2H4A
uc001etc.3	Q16778	HIST2H2BE
uc001etd.3	Q16777	HIST2H2AC
uc001ete.3	Q8IUE6	HIST2H2AB
uc001etf.3	Q9Y3E2	BOLA1
uc001etg.3	Q7L0J3	SV2A
uc001etk.2	Q15427	SF3B4
uc001etl.4	A4FU01	MTMR11
uc001etn.3	Q6GQQ9	OTUD7B
uc001etp.3	Q9NRW7	VPS45
uc001ett.3	Q53GL0	PLEKHO1
uc001etw.3	Q9BTT0	ANP32E
uc001etx.3	Q9ULX7	CA14
uc001ety.2	Q96BI3	APH1A
uc001eud.3	Q8WWF1	C1orf54
uc001euj.3	Q8N365	C1orf51
uc001euk.3	P82921	MRPS21
uc001eum.4	O43395	PRPF3
uc009wlr.3	Q5VT52	RPRD2
uc001euq.4	Q9BW92	TARS2
uc001eus.3	Q16610	ECM1
uc001eux.3	Q6UY14	ADAMTSL4
uc001euz.3	Q07820	MCL1
uc001eve.3	O43768	ENSA
uc001evj.2	Q9H4A5	GOLPH3L
uc001evk.2	Q86X24	HORMAD1
uc001evn.3	P25774	CTSS
uc001evp.2	P43235	CTSK
uc001evr.2	P27540	ARNT
uc001evu.2	Q15047	SETDB1
uc001evz.3	Q96G23	CERS2
uc001ewa.2	O76027	ANXA9
uc010pcn.2	NP_001156730	FAM63A
uc001ewh.1	Q86TP1	PRUNE
uc001ewl.2	Q7Z465	BNIPL
uc001ewn.3	Q9BUN1	C1orf56
uc001ewp.3	Q9NRR8	CDC42SE1
uc001ewq.3	Q13015	MLLT11
uc001ewr.2	Q8TAK5	GABPB2
uc001ewv.3	Q9H3T2-3	SEMA6C
uc001ewx.2	Q6P589	TNFAIP8L2
uc001ewy.3	Q96S90	LYSMD1
uc001ewz.3	Q9BWG6	SCNM1
uc001exc.4	Q9NZQ9	TMOD4
uc001exe.2	Q15906	VPS72
uc001exj.3	Q99755	PIP5K1A
uc001exl.3	P55036	PSMD4
uc001exq.3	Q8N1G0	ZNF687
uc001exu.3	Q9UBF8-2	PI4KB
uc001exw.1	P48382	RFX5
uc010pcy.3	NP_001245218	SELENBP1
uc001eyc.1	P28070	PSMB4
uc001eyd.2	Q7Z3K3	POGZ
uc009wmw.3	NP_065821	CGN
uc001eyl.3	Q9NNX1	TUFT1
uc031ppc.1	Q96L92-3	SNX27
uc001eyn.1	Q96L92-3	SNX27
uc001eys.2	Q5SZQ8	CELF3
uc010pdj.1	A6NNX1	RIIAD1
uc001eyv.3	Q9BYD2	MRPL9
uc010pdm.2	NP_057262	OAZ3
uc001eza.4	Q9Y2W6	TDRKH
uc001ezf.1	Q6UY18	LINGO4
uc001ezh.3	P51449	RORC
uc010pdq.1	B7Z1M9	C2CD4D
uc021oyw.1	NP_872384	THEM5
uc001ezj.2	Q5T1C6	THEM4
uc001ezl.3	P60903	S100A10
uc001ezn.3	P31949	S100A11
uc001ezo.1	Q5QJ38	TCHHL1
uc001ezp.3	Q07283	TCHH
uc001ezs.1	Q6XPR3	RPTN
uc001ezt.2	Q86YZ3	HRNR
uc001ezu.1	P20930	FLG
uc001ezw.4	Q5D862	FLG2
uc001ezx.2	Q9UBG3	CRNN
uc001ezy.3	Q5TCM9	LCE5A
uc001ezz.3	Q9UGL9	CRCT1
uc001faa.4	Q5T5B0	LCE3E
uc001fab.3	Q9BYE3	LCE3D
uc001fac.2	Q5T5A8	LCE3C
uc010pds.2	Q5TA77	LCE3B
uc010pdt.2	Q5TA76	LCE3A
uc001fag.4	Q5TA82	LCE2D
uc001fah.4	Q5TA81	LCE2C
uc001fai.3	O14633	LCE2B
uc001faj.3	Q5TA79	LCE2A
uc001fak.2	Q5TA78	LCE4A
uc010pdu.2	Q5T750	C1orf68
uc001fal.1	Q5T749	KPRP
uc010pdv.2	Q5T754	LCE1F
uc001fan.3	Q5T753	LCE1E
uc009wnp.3	Q5T752	LCE1D
uc031ppd.1	NP_001263260	LCE1C
uc001fap.1	Q5T751	LCE1C
uc001faq.3	Q5T7P3	LCE1B
uc010pdw.2	Q5T7P2	LCE1A
uc001fas.4	A0A183	LCE6A
uc001fat.3	P49901	SMCP
uc001fau.3	P07476	IVL
uc001fav.1	Q96PI1	SPRR4
uc001faw.3	P35321	SPRR1A
uc001faz.4	Q9UBC9	SPRR3
uc001fba.3	P22528	SPRR1B
uc001fbb.2	P22532	SPRR2D
uc001fbd.3	P35326	SPRR2A
uc001fbg.3	P35325	SPRR2B
uc001fbh.3	P22531	SPRR2E
uc001fbi.3	Q96RM1	SPRR2F
uc009wod.2	Q9BYE4	SPRR2G
uc001fbl.4	Q5T871	LELP1
uc031ppe.1	Q5T870	PRR9
uc021ozw.1	Q5T870	PRR9
uc001fbm.3	P23490	LOR
uc001fbn.1	Q96LB9	PGLYRP3
uc001fbo.3	Q96LB8	PGLYRP4
uc001fbq.3	P06702	S100A9
uc001fbr.1	P80511	S100A12
uc001fbs.3	P05109	S100A8
uc001fbt.1	Q86SG5	S100A7A
uc010pdx.2	J3KQP3	S100A7L2
uc001fbv.1	P31151	S100A7
uc001fbw.1	P06703	S100A6
uc001fbx.3	P33763	S100A5
uc001fbz.3	P26447	S100A4
uc001fca.1	P33764	S100A3
uc001fcb.3	NP_005969	S100A2
uc001fcd.1	Q96FQ6	S100A16
